   510  2.363450e-007 2.398914e-007 2.380949e-007
   520  2.363885e-007 2.399356e-007 2.381388e-007
   530  2.364045e-007 2.399518e-007 2.381549e-007
   540  2.364203e-007 2.399679e-007 2.381708e-007
   550  2.363966e-007 2.399438e-007 2.381469e-007
   560  2.363599e-007 2.399066e-007 2.381100e-007
   570  2.363221e-007 2.398682e-007 2.380718e-007
   580  2.363086e-007 2.398545e-007 2.380583e-007
   590  2.364106e-007 2.399581e-007 2.381611e-007
   600  2.364156e-007 2.399632e-007 2.381661e-007
   610  2.363869e-007 2.399340e-007 2.381372e-007
   620  2.364438e-007 2.399917e-007 2.381944e-007
   630  2.364500e-007 2.399981e-007 2.382008e-007
   640  2.363800e-007 2.399269e-007 2.381302e-007
   650  2.363264e-007 2.398726e-007 2.380762e-007
   660  2.363630e-007 2.399097e-007 2.381130e-007
   670  2.364214e-007 2.399690e-007 2.381719e-007
   680  2.364536e-007 2.400017e-007 2.382044e-007
   690  2.364354e-007 2.399832e-007 2.381860e-007
   700  2.364360e-007 2.399838e-007 2.381866e-007
   710  2.363853e-007 2.399323e-007 2.381355e-007
   720  2.363577e-007 2.399043e-007 2.381077e-007
   730  2.363456e-007 2.398921e-007 2.380956e-007
   740  2.363539e-007 2.399005e-007 2.381039e-007
   750  2.363573e-007 2.399039e-007 2.381073e-007
   760  2.363870e-007 2.399341e-007 2.381373e-007
   770  2.363742e-007 2.399211e-007 2.381244e-007
   780  2.363982e-007 2.399455e-007 2.381486e-007
   790  2.364544e-007 2.400025e-007 2.382052e-007
   800  2.364188e-007 2.399664e-007 2.381693e-007
   810  2.363404e-007 2.398868e-007 2.380903e-007
   820  2.363531e-007 2.398997e-007 2.381031e-007
   830  2.364060e-007 2.399533e-007 2.381564e-007
   840  2.364321e-007 2.399799e-007 2.381827e-007
   850  2.364615e-007 2.400097e-007 2.382124e-007
   860  2.364598e-007 2.400079e-007 2.382106e-007
   870  2.364171e-007 2.399646e-007 2.381676e-007
   880  2.364059e-007 2.399533e-007 2.381563e-007
   890  2.363525e-007 2.398991e-007 2.381025e-007
   900  2.362923e-007 2.398380e-007 2.380419e-007
   910  2.363205e-007 2.398666e-007 2.380703e-007
   920  2.364033e-007 2.399506e-007 2.381536e-007
   930  2.363931e-007 2.399402e-007 2.381434e-007
   940  2.363755e-007 2.399224e-007 2.381257e-007
   950  2.363892e-007 2.399363e-007 2.381395e-007
   960  2.364085e-007 2.399560e-007 2.381590e-007
   970  2.363992e-007 2.399465e-007 2.381496e-007
   980  2.363372e-007 2.398835e-007 2.380871e-007
   990  2.363246e-007 2.398708e-007 2.380744e-007
  1000  2.363169e-007 2.398629e-007 2.380666e-007
  1010  2.363754e-007 2.399223e-007 2.381256e-007
  1020  2.363314e-007 2.398777e-007 2.380813e-007
  1030  2.363557e-007 2.399024e-007 2.381058e-007
  1040  2.363705e-007 2.399173e-007 2.381206e-007
  1050  2.364152e-007 2.399627e-007 2.381657e-007
  1060  2.363929e-007 2.399401e-007 2.381432e-007
  1070  2.363576e-007 2.399043e-007 2.381077e-007
  1080  2.363744e-007 2.399213e-007 2.381246e-007
  1090  2.363604e-007 2.399071e-007 2.381104e-007
  1100  2.364033e-007 2.399506e-007 2.381537e-007
  1110  2.364097e-007 2.399571e-007 2.381601e-007
  1120  2.364198e-007 2.399674e-007 2.381703e-007
  1130  2.364394e-007 2.399873e-007 2.381901e-007
  1140  2.363664e-007 2.399131e-007 2.381165e-007
  1150  2.363639e-007 2.399107e-007 2.381140e-007
  1160  2.363613e-007 2.399080e-007 2.381114e-007
  1170  2.363782e-007 2.399251e-007 2.381284e-007
  1180  2.364502e-007 2.399982e-007 2.382009e-007
  1190  2.364551e-007 2.400032e-007 2.382058e-007
  1200  2.364305e-007 2.399783e-007 2.381811e-007
  1210  2.364038e-007 2.399511e-007 2.381542e-007
  1220  2.364182e-007 2.399658e-007 2.381687e-007
  1230  2.364151e-007 2.399626e-007 2.381656e-007
  1240  2.363965e-007 2.399437e-007 2.381468e-007
  1250  2.363057e-007 2.398516e-007 2.380554e-007
  1260  2.363056e-007 2.398515e-007 2.380553e-007
  1270  2.363116e-007 2.398576e-007 2.380613e-007
  1280  2.363175e-007 2.398635e-007 2.380672e-007
  1290  2.362910e-007 2.398367e-007 2.380406e-007
  1300  2.362808e-007 2.398263e-007 2.380303e-007
  1310  2.363170e-007 2.398630e-007 2.380667e-007
  1320  2.363842e-007 2.399312e-007 2.381344e-007
  1330  2.364220e-007 2.399696e-007 2.381725e-007
  1340  2.364379e-007 2.399858e-007 2.381886e-007
  1350  2.364206e-007 2.399682e-007 2.381711e-007
  1360  2.364100e-007 2.399574e-007 2.381604e-007
  1370  2.364234e-007 2.399711e-007 2.381740e-007
  1380  2.364044e-007 2.399517e-007 2.381548e-007
  1390  2.363532e-007 2.398998e-007 2.381033e-007
  1400  2.363694e-007 2.399162e-007 2.381195e-007
  1410  2.363606e-007 2.399073e-007 2.381107e-007
  1420  2.363838e-007 2.399309e-007 2.381341e-007
  1430  2.363571e-007 2.399037e-007 2.381071e-007
  1440  2.363452e-007 2.398917e-007 2.380952e-007
  1450  2.363546e-007 2.399012e-007 2.381046e-007
  1460  2.364066e-007 2.399540e-007 2.381570e-007
  1470  2.364384e-007 2.399862e-007 2.381890e-007
  1480  2.364685e-007 2.400169e-007 2.382194e-007
  1490  2.364769e-007 2.400253e-007 2.382278e-007
  1500  2.364345e-007 2.399823e-007 2.381851e-007
  1510  2.364188e-007 2.399663e-007 2.381693e-007
  1520  2.364214e-007 2.399690e-007 2.381720e-007
  1530  2.364167e-007 2.399642e-007 2.381671e-007
  1540  2.364350e-007 2.399828e-007 2.381856e-007
  1550  2.364301e-007 2.399778e-007 2.381807e-007
  1560  2.363687e-007 2.399155e-007 2.381189e-007
  1570  2.363841e-007 2.399311e-007 2.381343e-007
  1580  2.363858e-007 2.399329e-007 2.381361e-007
  1590  2.363775e-007 2.399245e-007 2.381277e-007
  1600  2.363629e-007 2.399096e-007 2.381130e-007
  1610  2.363438e-007 2.398902e-007 2.380937e-007
  1620  2.363585e-007 2.399051e-007 2.381085e-007
  1630  2.363680e-007 2.399148e-007 2.381182e-007
  1640  2.363995e-007 2.399468e-007 2.381499e-007
  1650  2.364527e-007 2.400008e-007 2.382034e-007
  1660  2.364277e-007 2.399754e-007 2.381782e-007
  1670  2.364555e-007 2.400036e-007 2.382063e-007
  1680  2.363959e-007 2.399431e-007 2.381462e-007
  1690  2.363808e-007 2.399278e-007 2.381310e-007
  1700  2.363753e-007 2.399222e-007 2.381255e-007
  1710  2.363642e-007 2.399110e-007 2.381143e-007
  1720  2.363589e-007 2.399056e-007 2.381090e-007
  1730  2.363334e-007 2.398797e-007 2.380833e-007
  1740  2.363375e-007 2.398838e-007 2.380873e-007
  1750  2.363750e-007 2.399219e-007 2.381251e-007
  1760  2.363321e-007 2.398783e-007 2.380819e-007
  1770  2.362905e-007 2.398361e-007 2.380400e-007
  1780  2.363283e-007 2.398745e-007 2.380781e-007
  1790  2.363082e-007 2.398541e-007 2.380578e-007
  1800  2.363339e-007 2.398802e-007 2.380838e-007
  1810  2.363385e-007 2.398849e-007 2.380884e-007
  1820  2.363464e-007 2.398929e-007 2.380964e-007
  1830  2.363233e-007 2.398695e-007 2.380731e-007
  1840  2.362785e-007 2.398240e-007 2.380280e-007
  1850  2.363265e-007 2.398727e-007 2.380763e-007
  1860  2.363693e-007 2.399161e-007 2.381194e-007
  1870  2.363864e-007 2.399335e-007 2.381367e-007
  1880  2.363554e-007 2.399020e-007 2.381055e-007
  1890  2.363338e-007 2.398800e-007 2.380836e-007
  1900  2.363234e-007 2.398695e-007 2.380732e-007
  1910  2.363158e-007 2.398618e-007 2.380655e-007
  1920  2.362777e-007 2.398232e-007 2.380272e-007
  1930  2.363142e-007 2.398602e-007 2.380639e-007
  1940  2.363362e-007 2.398825e-007 2.380861e-007
  1950  2.363061e-007 2.398519e-007 2.380557e-007
  1960  2.362897e-007 2.398353e-007 2.380392e-007
  1970  2.362699e-007 2.398152e-007 2.380193e-007
  1980  2.362447e-007 2.397896e-007 2.379939e-007
  1990  2.362655e-007 2.398108e-007 2.380149e-007
  2000  2.362520e-007 2.397971e-007 2.380013e-007
  2010  2.362599e-007 2.398050e-007 2.380092e-007
  2020  2.362841e-007 2.398296e-007 2.380336e-007
  2030  2.363192e-007 2.398653e-007 2.380690e-007
  2040  2.363323e-007 2.398785e-007 2.380821e-007
  2050  2.363558e-007 2.399024e-007 2.381058e-007
  2060  2.364236e-007 2.399712e-007 2.381741e-007
  2070  2.364171e-007 2.399646e-007 2.381676e-007
  2080  2.363777e-007 2.399246e-007 2.381278e-007
  2090  2.363903e-007 2.399374e-007 2.381406e-007
  2100  2.364150e-007 2.399625e-007 2.381655e-007
  2110  2.364285e-007 2.399762e-007 2.381790e-007
  2120  2.364080e-007 2.399554e-007 2.381584e-007
  2130  2.364111e-007 2.399586e-007 2.381615e-007
  2140  2.363783e-007 2.399252e-007 2.381285e-007
  2150  2.363540e-007 2.399005e-007 2.381040e-007
  2160  2.363453e-007 2.398918e-007 2.380953e-007
  2170  2.362987e-007 2.398445e-007 2.380483e-007
  2180  2.363330e-007 2.398793e-007 2.380828e-007
  2190  2.363397e-007 2.398860e-007 2.380896e-007
  2200  2.363332e-007 2.398795e-007 2.380831e-007
  2210  2.363256e-007 2.398717e-007 2.380754e-007
  2220  2.363601e-007 2.399067e-007 2.381101e-007
  2230  2.363628e-007 2.399095e-007 2.381129e-007
  2240  2.363474e-007 2.398938e-007 2.380973e-007
  2250  2.363287e-007 2.398749e-007 2.380785e-007
  2260  2.363705e-007 2.399174e-007 2.381207e-007
  2270  2.364091e-007 2.399565e-007 2.381595e-007
  2280  2.364081e-007 2.399555e-007 2.381585e-007
  2290  2.364232e-007 2.399708e-007 2.381737e-007
  2300  2.364075e-007 2.399549e-007 2.381579e-007
  2310  2.363554e-007 2.399020e-007 2.381054e-007
  2320  2.363897e-007 2.399368e-007 2.381400e-007
  2330  2.364134e-007 2.399609e-007 2.381638e-007
  2340  2.364546e-007 2.400027e-007 2.382054e-007
  2350  2.364819e-007 2.400304e-007 2.382329e-007
  2360  2.364447e-007 2.399926e-007 2.381954e-007
  2370  2.363962e-007 2.399435e-007 2.381466e-007
  2380  2.363699e-007 2.399167e-007 2.381200e-007
  2390  2.363826e-007 2.399296e-007 2.381328e-007
  2400  2.364117e-007 2.399592e-007 2.381622e-007
  2410  2.364178e-007 2.399654e-007 2.381683e-007
  2420  2.364205e-007 2.399681e-007 2.381710e-007
  2430  2.364140e-007 2.399615e-007 2.381645e-007
  2440  2.364589e-007 2.400071e-007 2.382097e-007
  2450  2.364610e-007 2.400092e-007 2.382118e-007
  2460  2.363770e-007 2.399239e-007 2.381272e-007
  2470  2.363679e-007 2.399147e-007 2.381180e-007
  2480  2.363886e-007 2.399357e-007 2.381389e-007
  2490  2.364348e-007 2.399826e-007 2.381854e-007
  2500  2.364263e-007 2.399740e-007 2.381768e-007
  2510  2.364411e-007 2.399890e-007 2.381918e-007
  2520  2.364520e-007 2.400000e-007 2.382027e-007
  2530  2.364464e-007 2.399944e-007 2.381971e-007
  2540  2.364322e-007 2.399799e-007 2.381828e-007
  2550  2.364458e-007 2.399938e-007 2.381965e-007
  2560  2.364518e-007 2.399999e-007 2.382025e-007
  2570  2.364309e-007 2.399787e-007 2.381815e-007
  2580  2.364475e-007 2.399955e-007 2.381982e-007
  2590  2.364007e-007 2.399480e-007 2.381510e-007
  2600  2.363710e-007 2.399179e-007 2.381212e-007
  2610  2.363684e-007 2.399152e-007 2.381185e-007
  2620  2.363659e-007 2.399127e-007 2.381160e-007
  2630  2.364132e-007 2.399607e-007 2.381636e-007
  2640  2.363774e-007 2.399243e-007 2.381275e-007
  2650  2.363538e-007 2.399004e-007 2.381038e-007
  2660  2.363995e-007 2.399468e-007 2.381499e-007
  2670  2.364413e-007 2.399892e-007 2.381920e-007
  2680  2.364033e-007 2.399506e-007 2.381537e-007
  2690  2.363752e-007 2.399221e-007 2.381254e-007
  2700  2.363657e-007 2.399124e-007 2.381158e-007
  2710  2.364062e-007 2.399536e-007 2.381566e-007
  2720  2.364089e-007 2.399563e-007 2.381593e-007
  2730  2.363982e-007 2.399454e-007 2.381485e-007
  2740  2.363863e-007 2.399334e-007 2.381366e-007
  2750  2.363514e-007 2.398979e-007 2.381014e-007
  2760  2.363728e-007 2.399196e-007 2.381229e-007
  2770  2.363853e-007 2.399324e-007 2.381355e-007
  2780  2.363700e-007 2.399169e-007 2.381202e-007
  2790  2.364223e-007 2.399700e-007 2.381729e-007
  2800  2.363842e-007 2.399312e-007 2.381344e-007
  2810  2.364142e-007 2.399617e-007 2.381646e-007
  2820  2.364817e-007 2.400302e-007 2.382327e-007
  2830  2.364328e-007 2.399806e-007 2.381834e-007
  2840  2.363947e-007 2.399419e-007 2.381451e-007
  2850  2.363967e-007 2.399439e-007 2.381470e-007
  2860  2.363601e-007 2.399068e-007 2.381101e-007
  2870  2.363413e-007 2.398877e-007 2.380912e-007
  2880  2.363645e-007 2.399113e-007 2.381146e-007
  2890  2.363633e-007 2.399100e-007 2.381134e-007
  2900  2.363957e-007 2.399429e-007 2.381460e-007
  2910  2.364923e-007 2.400410e-007 2.382434e-007
  2920  2.365248e-007 2.400739e-007 2.382760e-007
  2930  2.364673e-007 2.400156e-007 2.382181e-007
  2940  2.364677e-007 2.400160e-007 2.382185e-007
  2950  2.365008e-007 2.400496e-007 2.382519e-007
  2960  2.365034e-007 2.400522e-007 2.382545e-007
  2970  2.364892e-007 2.400378e-007 2.382402e-007
  2980  2.364909e-007 2.400396e-007 2.382420e-007
  2990  2.364536e-007 2.400017e-007 2.382044e-007
  3000  2.364181e-007 2.399657e-007 2.381686e-007
  3010  2.363804e-007 2.399274e-007 2.381306e-007
  3020  2.363866e-007 2.399337e-007 2.381369e-007
  3030  2.364099e-007 2.399574e-007 2.381603e-007
  3040  2.364192e-007 2.399667e-007 2.381697e-007
  3050  2.364131e-007 2.399606e-007 2.381635e-007
  3060  2.364560e-007 2.400041e-007 2.382067e-007
  3070  2.364568e-007 2.400050e-007 2.382076e-007
  3080  2.364672e-007 2.400155e-007 2.382180e-007
  3090  2.365058e-007 2.400547e-007 2.382570e-007
  3100  2.364603e-007 2.400085e-007 2.382111e-007
  3110  2.364288e-007 2.399765e-007 2.381794e-007
  3120  2.364392e-007 2.399870e-007 2.381898e-007
  3130  2.364573e-007 2.400054e-007 2.382080e-007
  3140  2.364374e-007 2.399852e-007 2.381880e-007
  3150  2.364706e-007 2.400189e-007 2.382215e-007
  3160  2.364812e-007 2.400297e-007 2.382321e-007
  3170  2.363952e-007 2.399424e-007 2.381455e-007
  3180  2.362984e-007 2.398441e-007 2.380480e-007
  3190  2.363531e-007 2.398997e-007 2.381031e-007
  3200  2.363780e-007 2.399249e-007 2.381282e-007
  3210  2.363512e-007 2.398977e-007 2.381011e-007
  3220  2.363561e-007 2.399027e-007 2.381061e-007
  3230  2.363952e-007 2.399424e-007 2.381455e-007
  3240  2.363355e-007 2.398818e-007 2.380854e-007
  3250  2.362564e-007 2.398015e-007 2.380056e-007
  3260  2.362489e-007 2.397939e-007 2.379982e-007
  3270  2.362676e-007 2.398129e-007 2.380170e-007
  3280  2.363311e-007 2.398774e-007 2.380810e-007
  3290  2.363586e-007 2.399053e-007 2.381087e-007
  3300  2.363245e-007 2.398706e-007 2.380742e-007
  3310  2.362829e-007 2.398284e-007 2.380324e-007
  3320  2.363000e-007 2.398458e-007 2.380496e-007
  3330  2.363123e-007 2.398582e-007 2.380620e-007
  3340  2.362724e-007 2.398178e-007 2.380218e-007
  3350  2.362577e-007 2.398029e-007 2.380070e-007
  3360  2.362833e-007 2.398288e-007 2.380328e-007
  3370  2.363273e-007 2.398735e-007 2.380771e-007
  3380  2.363563e-007 2.399029e-007 2.381063e-007
  3390  2.363667e-007 2.399134e-007 2.381168e-007
  3400  2.364014e-007 2.399487e-007 2.381517e-007
  3410  2.363516e-007 2.398981e-007 2.381016e-007
  3420  2.362977e-007 2.398434e-007 2.380473e-007
  3430  2.363332e-007 2.398795e-007 2.380830e-007
  3440  2.363896e-007 2.399368e-007 2.381399e-007
  3450  2.364298e-007 2.399775e-007 2.381804e-007
  3460  2.363380e-007 2.398844e-007 2.380879e-007
  3470  2.363228e-007 2.398689e-007 2.380726e-007
  3480  2.363277e-007 2.398739e-007 2.380775e-007
  3490  2.363141e-007 2.398601e-007 2.380638e-007
  3500  2.362806e-007 2.398261e-007 2.380301e-007
  3510  2.363341e-007 2.398804e-007 2.380840e-007
  3520  2.363102e-007 2.398561e-007 2.380599e-007
  3530  2.363570e-007 2.399036e-007 2.381070e-007
  3540  2.363731e-007 2.399200e-007 2.381233e-007
  3550  2.363076e-007 2.398535e-007 2.380573e-007
  3560  2.362515e-007 2.397966e-007 2.380008e-007
  3570  2.362468e-007 2.397918e-007 2.379961e-007
  3580  2.362861e-007 2.398317e-007 2.380356e-007
  3590  2.363689e-007 2.399157e-007 2.381190e-007
  3600  2.362949e-007 2.398406e-007 2.380445e-007
  3610  2.362681e-007 2.398134e-007 2.380175e-007
  3620  2.362794e-007 2.398249e-007 2.380288e-007
  3630  2.363017e-007 2.398475e-007 2.380513e-007
  3640  2.363088e-007 2.398547e-007 2.380584e-007
  3650  2.362990e-007 2.398447e-007 2.380486e-007
  3660  2.362986e-007 2.398444e-007 2.380482e-007
  3670  2.363145e-007 2.398605e-007 2.380642e-007
  3680  2.362983e-007 2.398440e-007 2.380479e-007
  3690  2.363342e-007 2.398805e-007 2.380840e-007
  3700  2.364075e-007 2.399549e-007 2.381579e-007
  3710  2.364215e-007 2.399691e-007 2.381720e-007
  3720  2.363841e-007 2.399311e-007 2.381343e-007
  3730  2.363735e-007 2.399204e-007 2.381237e-007
  3740  2.363952e-007 2.399424e-007 2.381455e-007
  3750  2.364110e-007 2.399584e-007 2.381614e-007
  3760  2.364348e-007 2.399827e-007 2.381855e-007
  3770  2.364072e-007 2.399546e-007 2.381576e-007
  3780  2.364635e-007 2.400117e-007 2.382143e-007
  3790  2.364665e-007 2.400147e-007 2.382173e-007
  3800  2.364552e-007 2.400033e-007 2.382059e-007
  3810  2.364755e-007 2.400239e-007 2.382264e-007
  3820  2.363981e-007 2.399454e-007 2.381485e-007
  3830  2.363711e-007 2.399180e-007 2.381213e-007
  3840  2.363803e-007 2.399273e-007 2.381305e-007
  3850  2.364212e-007 2.399688e-007 2.381718e-007
  3860  2.364473e-007 2.399953e-007 2.381980e-007
  3870  2.364478e-007 2.399958e-007 2.381985e-007
  3880  2.364292e-007 2.399769e-007 2.381798e-007
  3890  2.364433e-007 2.399913e-007 2.381940e-007
  3900  2.364203e-007 2.399679e-007 2.381708e-007
  3910  2.364600e-007 2.400082e-007 2.382108e-007
  3920  2.364733e-007 2.400217e-007 2.382242e-007
  3930  2.364539e-007 2.400020e-007 2.382046e-007
  3940  2.364181e-007 2.399657e-007 2.381686e-007
  3950  2.364241e-007 2.399718e-007 2.381747e-007
  3960  2.364305e-007 2.399782e-007 2.381811e-007
  3970  2.364579e-007 2.400061e-007 2.382087e-007
  3980  2.364474e-007 2.399954e-007 2.381981e-007
  3990  2.364756e-007 2.400241e-007 2.382266e-007
  4000  2.364942e-007 2.400428e-007 2.382452e-007
  4010  2.364787e-007 2.400271e-007 2.382296e-007
  4020  2.364344e-007 2.399822e-007 2.381850e-007
  4030  2.363754e-007 2.399223e-007 2.381256e-007
  4040  2.363381e-007 2.398845e-007 2.380880e-007
  4050  2.363839e-007 2.399309e-007 2.381341e-007
  4060  2.363516e-007 2.398982e-007 2.381016e-007
  4070  2.363919e-007 2.399390e-007 2.381422e-007
  4080  2.363777e-007 2.399246e-007 2.381278e-007
  4090  2.364251e-007 2.399728e-007 2.381757e-007
  4100  2.364396e-007 2.399874e-007 2.381902e-007
  4110  2.363943e-007 2.399415e-007 2.381446e-007
  4120  2.363540e-007 2.399006e-007 2.381040e-007
  4130  2.363344e-007 2.398807e-007 2.380843e-007
  4140  2.363417e-007 2.398881e-007 2.380917e-007
  4150  2.363692e-007 2.399160e-007 2.381193e-007
  4160  2.363534e-007 2.399000e-007 2.381034e-007
  4170  2.363326e-007 2.398789e-007 2.380824e-007
  4180  2.363271e-007 2.398733e-007 2.380769e-007
  4190  2.363159e-007 2.398619e-007 2.380657e-007
  4200  2.363140e-007 2.398600e-007 2.380637e-007
  4210  2.363499e-007 2.398965e-007 2.380999e-007
  4220  2.363338e-007 2.398801e-007 2.380836e-007
  4230  2.363413e-007 2.398876e-007 2.380912e-007
  4240  2.363757e-007 2.399226e-007 2.381259e-007
  4250  2.363876e-007 2.399346e-007 2.381378e-007
  4260  2.363737e-007 2.399206e-007 2.381238e-007
  4270  2.363136e-007 2.398596e-007 2.380633e-007
  4280  2.362911e-007 2.398367e-007 2.380406e-007
  4290  2.363040e-007 2.398498e-007 2.380536e-007
  4300  2.362998e-007 2.398455e-007 2.380494e-007
  4310  2.362851e-007 2.398306e-007 2.380346e-007
  4320  2.362608e-007 2.398060e-007 2.380101e-007
  4330  2.362695e-007 2.398148e-007 2.380189e-007
  4340  2.362711e-007 2.398165e-007 2.380205e-007
  4350  2.362885e-007 2.398341e-007 2.380380e-007
  4360  2.362963e-007 2.398420e-007 2.380458e-007
  4370  2.362982e-007 2.398439e-007 2.380478e-007
  4380  2.363046e-007 2.398505e-007 2.380543e-007
  4390  2.362684e-007 2.398137e-007 2.380178e-007
  4400  2.362868e-007 2.398324e-007 2.380363e-007
  4410  2.363039e-007 2.398498e-007 2.380536e-007
  4420  2.362799e-007 2.398253e-007 2.380293e-007
  4430  2.362580e-007 2.398032e-007 2.380073e-007
  4440  2.362876e-007 2.398332e-007 2.380371e-007
  4450  2.363138e-007 2.398598e-007 2.380635e-007
  4460  2.363319e-007 2.398782e-007 2.380818e-007
  4470  2.363697e-007 2.399165e-007 2.381198e-007
  4480  2.364232e-007 2.399708e-007 2.381737e-007
  4490  2.363707e-007 2.399176e-007 2.381209e-007
  4500  2.363544e-007 2.399010e-007 2.381044e-007
  4510  2.363338e-007 2.398801e-007 2.380837e-007
  4520  2.362827e-007 2.398283e-007 2.380322e-007
  4530  2.362442e-007 2.397892e-007 2.379934e-007
  4540  2.362789e-007 2.398243e-007 2.380283e-007
  4550  2.362801e-007 2.398256e-007 2.380296e-007
  4560  2.363251e-007 2.398712e-007 2.380749e-007
  4570  2.363321e-007 2.398784e-007 2.380820e-007
  4580  2.363504e-007 2.398969e-007 2.381004e-007
  4590  2.363522e-007 2.398988e-007 2.381022e-007
  4600  2.363523e-007 2.398989e-007 2.381023e-007
  4610  2.363760e-007 2.399229e-007 2.381262e-007
  4620  2.364188e-007 2.399664e-007 2.381693e-007
  4630  2.364032e-007 2.399505e-007 2.381536e-007
  4640  2.363977e-007 2.399450e-007 2.381481e-007
  4650  2.364362e-007 2.399840e-007 2.381868e-007
  4660  2.364279e-007 2.399756e-007 2.381784e-007
  4670  2.364123e-007 2.399598e-007 2.381628e-007
  4680  2.364016e-007 2.399489e-007 2.381520e-007
  4690  2.364116e-007 2.399590e-007 2.381620e-007
  4700  2.363390e-007 2.398853e-007 2.380889e-007
  4710  2.363492e-007 2.398957e-007 2.380992e-007
  4720  2.364062e-007 2.399536e-007 2.381566e-007
  4730  2.363915e-007 2.399387e-007 2.381418e-007
  4740  2.364320e-007 2.399798e-007 2.381826e-007
  4750  2.364775e-007 2.400259e-007 2.382284e-007
  4760  2.364570e-007 2.400051e-007 2.382078e-007
  4770  2.364395e-007 2.399874e-007 2.381901e-007
  4780  2.364341e-007 2.399819e-007 2.381847e-007
  4790  2.364030e-007 2.399503e-007 2.381533e-007
  4800  2.364036e-007 2.399509e-007 2.381540e-007
  4810  2.363870e-007 2.399340e-007 2.381372e-007
  4820  2.363899e-007 2.399370e-007 2.381402e-007
  4830  2.364160e-007 2.399635e-007 2.381665e-007
  4840  2.363851e-007 2.399322e-007 2.381353e-007
  4850  2.363470e-007 2.398935e-007 2.380970e-007
  4860  2.363221e-007 2.398682e-007 2.380718e-007
  4870  2.363551e-007 2.399017e-007 2.381051e-007
  4880  2.363874e-007 2.399345e-007 2.381377e-007
  4890  2.363996e-007 2.399469e-007 2.381499e-007
  4900  2.363473e-007 2.398938e-007 2.380972e-007
  4910  2.363519e-007 2.398985e-007 2.381019e-007
  4920  2.363469e-007 2.398934e-007 2.380969e-007
  4930  2.363051e-007 2.398510e-007 2.380548e-007
  4940  2.363047e-007 2.398505e-007 2.380543e-007
  4950  2.363214e-007 2.398675e-007 2.380712e-007
  4960  2.363095e-007 2.398554e-007 2.380592e-007
  4970  2.363228e-007 2.398690e-007 2.380726e-007
  4980  2.363204e-007 2.398665e-007 2.380702e-007
  4990  2.363383e-007 2.398846e-007 2.380881e-007
  5000  2.363267e-007 2.398729e-007 2.380765e-007
